Symbol	ID	Name	Synonyms	Chromosome	Category
BPIL1	80341	bactericidal/permeability-increasing protein-like 1	C20orf184|LPLUNC2|RYSR|dJ726C3.2	20	Antimicrobials
PTGDS	5730	prostaglandin D2 synthase 21kDa (brain)	LPGDS|PDS|PGD2|PGDS|PGDS2	9	Antimicrobials
TMSB4X	7114	"thymosin beta 4, X-linked"	FX|PTMB4|TB4X|TMSB4	X	Antimicrobials
PGLYRP1	8993	peptidoglycan recognition protein 1	MGC126894|MGC126896|PGLYRP|PGRP|PGRP-S|PGRPS|TAG7|TNFSF3L	19	Antimicrobials
ZC3HAV1	56829	"zinc finger CCCH-type, antiviral 1"	DKFZp686F2052|DKFZp686H1869|DKFZp686O19171|FLB6421|FLJ13288|MGC48898|ZAP|ZC3H2|ZC3HDC2	7	Antimicrobials
TMSB15A	11013	thymosin beta 15a	TMSB15|TMSL8|TMSNB|Tb15|TbNB	X	Antimicrobials
S100B	6285	S100 calcium binding protein B	NEF|S100|S100beta	21	Antimicrobials
S100A13	6284	S100 calcium binding protein A13	-	1	Antimicrobials
S100A6	6277	S100 calcium binding protein A6	2A9|5B10|CABP|CACY|PRA	1	Antimicrobials
DEFB119	245932	"defensin, beta 119"	DEFB-19|DEFB-20|DEFB120|ESC42-RELA|ESC42-RELB|MGC71893	20	Antimicrobials
DEFB107A	245910	"defensin, beta 107A"	BD-7|DEFB-7|DEFB107	8	Antimicrobials
DEFB105A	245908	"defensin, beta 105A"	BD-5|DEFB-5|DEFB105	8	Antimicrobials
SERPIND1	3053	"serpin peptidase inhibitor, clade D (heparin cofactor), member 1"	D22S673|HC2|HCF2|HCII|HLS2|LS2	22	Antimicrobials
DEFB129	140881	"defensin, beta 129"	C20orf87|DEFB-29|DEFB29|bA530N10.3|hBD-29	20	Antimicrobials
DEFB127	140850	"defensin, beta 127"	C20orf73|DEF-27|DEFB-27|DEFB27|bA530N10.2|hBD-27	20	Antimicrobials
S100P	6286	S100 calcium binding protein P	MIG9	4	Antimicrobials
S100A7	6278	S100 calcium binding protein A7	PSOR1|S100A7c	1	Antimicrobials
DEFB104A	140596	"defensin, beta 104A"	BD-4|DEFB-4|DEFB104|DEFB4|MGC118942|MGC118944|MGC118945|hBD-4	8	Antimicrobials
DEFB126	81623	"defensin, beta 126"	C20orf8|DEFB-26|DEFB26|ESP13.2|bA530N10.1|hBD-26	20	Antimicrobials
DEFB106B	503841	"defensin, beta 106B"	-	8	Antimicrobials
DEFB104B	503618	"defensin, beta 104B"	-	8	Antimicrobials
DEFB107B	503614	"defensin, beta 107B"	HsT21816	8	Antimicrobials
PGLYRP3	114771	peptidoglycan recognition protein 3	MGC149197|PGRP-Ialpha|PGRPIA	1	Antimicrobials
PGLYRP2	114770	peptidoglycan recognition protein 2	HMFT0141|PGLYRPL|PGRP-L|PGRPL|TAGL-like|tagL|tagL-alpha|tagl-beta	19	Antimicrobials
S100A10	6281	S100 calcium binding protein A10	42C|ANX2L|ANX2LG|CAL1L|CLP11|Ca[1]|GP11|MGC111133|P11|p10	1	Antimicrobials
S100A2	6273	S100 calcium binding protein A2	CAN19|MGC111539|S100L	1	Antimicrobials
DEFB125	245938	"defensin, beta 125"	DEFB-25|MGC57449	20	Antimicrobials
DEFB123	245936	"defensin, beta 123"	DEFB-23|ESC42-RELD	20	Antimicrobials
DEFB105B	504180	"defensin, beta 105B"	-	8	Antimicrobials
DEFB132	400830	"defensin, beta 132"	DEFB32|UNQ827	20	Antimicrobials
C20orf185	359710	chromosome 20 open reading frame 185	LPLUNC3|RYA3|dJ726C3.4	20	Antimicrobials
LCN12	286256	lipocalin 12	MGC34753|MGC48935	9	Antimicrobials
PGLYRP4	57115	peptidoglycan recognition protein 4	PGLYRPIbeta|PGRP-Ibeta|PGRPIB|SBBI67	1	Antimicrobials
S100A11	6282	S100 calcium binding protein A11	MLN70|S100C	1	Antimicrobials
S100A5	6276	S100 calcium binding protein A5	S100D	1	Antimicrobials
S100A3	6274	S100 calcium binding protein A3	S100E	1	Antimicrobials
S100A1	6271	S100 calcium binding protein A1	S100|S100-alpha|S100A	1	Antimicrobials
DEFB128	245939	"defensin, beta 128"	DEFB-28|DEFB28|hBD-28	20	Antimicrobials
DEFB108B	245911	"defensin, beta 108B"	-	11	Antimicrobials
HTN1	3346	histatin 1	HIS1	4	Antimicrobials
LMBR1L	55716	limb region 1 homolog (mouse)-like	FLJ10494|FLJ36251|KIAA1174|LIMR	12	Antimicrobials
S100A7A	338324	S100 calcium binding protein A7A	NICE-2|S100A15|S100A7L1|S100A7f	1	Antimicrobials
DEFB118	117285	"defensin, beta 118"	C20orf63|DEFB-18|ESC42|dJ1018D12.3	20	Antimicrobials
COLEC12	81035	collectin sub-family member 12	CLP1|NSR2|SCARA4|SRCL	18	Antimicrobials
TMSB4Y	9087	"thymosin beta 4, Y-linked"	MGC26307|TB4Y	Y	Antimicrobials
DEFB131	644414	"defensin, beta 131"	DEFB-31	4	Antimicrobials
DEFB134	613211	"defensin, beta 134"	MGC163333|MGC163335	8	Antimicrobials
DEFB130	245940	"defensin, beta 130"	DEFB-30	8	Antimicrobials
DEFB124	245937	"defensin, beta 124"	DEFB-24	20	Antimicrobials
DEFB121	245934	"defensin, beta 121"	DEFB-21|ESC42-RELC	20	Antimicrobials
DEFB116	245930	"defensin, beta 116"	DEFB-16	20	Antimicrobials
DEFB115	245929	"defensin, beta 115"	DEFB-15	20	Antimicrobials
DEFB114	245928	"defensin, beta 114"	DEFB-14	6	Antimicrobials
DEFB113	245927	"defensin, beta 113"	DEFB-13	6	Antimicrobials
DEFB112	245915	"defensin, beta 112"	DEFB-12	6	Antimicrobials
DEFB110	245913	"defensin, beta 110"	DEFB-10	6	Antimicrobials
TMSB15B	286527	thymosin beta 15B	MGC39900|Tbeta15b	X	Antimicrobials
DEFB133	403339	"defensin, beta 133"	-	12	Antimicrobials
S100Z	170591	S100 calcium binding protein Z	Gm625|S100-zeta	5	Antimicrobials
MAVS	57506	mitochondrial antiviral signaling protein	CARDIF|DKFZp547C224|DKFZp666M015|FLJ27482|FLJ35386|FLJ38051|FLJ41962|IPS-1|IPS1|KIAA1271|MGC3260|VISA	20	Antimicrobials
TMSL3	7117	thymosin-like 3	-	4	Antimicrobials
S100A14	57402	S100 calcium binding protein A14	BCMP84|S100A15	1	Antimicrobials
LCN10	414332	lipocalin 10	-	9	Antimicrobials
S100A16	140576	S100 calcium binding protein A16	AAG13|DT1P1A7|MGC17528|S100F	1	Antimicrobials
DEFB137	613210	beta-defensin 137	DEFB136	8	Antimicrobials
DEFB136	613209	beta-defensin 136	DEFB135	8	Antimicrobials
DEFB117	245931	"defensin, beta 117"	DEFB-17	20	Antimicrobials
DEFB111	245914	"defensin, beta 111"	DEFB-11	6	Antimicrobials
ZC3HAV1L	92092	"zinc finger CCCH-type, antiviral 1-like"	C7orf39|MGC14289	7	Antimicrobials
S100A7L2	645922	S100 calcium binding protein A7-like 2	S100a7b	1	Antimicrobials
LOC731414	731414	similar to S100 calcium-binding protein A10	-	17	Antimicrobials
LOC730963	730963	"similar to Neutrophil defensin 4 precursor (HNP-4) (HP-4) (Defensin, alpha 4)"	-	8	Antimicrobials
COLEC2	50639	collectin sub-family member 2	MBL	-	Antimicrobials
DEFB4P	728454	"defensin, beta 4, pseudogene"	-	8	Antimicrobials
C20orf186	149954	chromosome 20 open reading frame 186	LPLUNC4|RY2G5|dJ726C3.5	20	Antimicrobials
IFNAR1	3454	"interferon (alpha, beta and omega) receptor 1"	AVP|IFN-alpha-REC|IFNAR|IFNBR|IFRC	21	Antimicrobials
AZU1	566	azurocidin 1	AZAMP|AZU|CAP37|HBP|HUMAZUR|NAZC	19	Antimicrobials
LOC729523	729523	similar to beta-defensin 130	-	11	Antimicrobials
LOC100130154	100130154	"similar to thymosin, beta 10"	-	2	Antimicrobials
LOC100134379	100134379	similar to bactericidal/permeability-increasing protein	-	Un	Antimicrobials
LOC100134289	100134289	similar to bactericidal permeability increasing protein (BPI)	-	20	Antimicrobials
LOC100129216	100129216	similar to beta-defensin 131	-	11	Antimicrobials
DEFA1A3	613253	"defensin, alpha 1 and alpha 3, variable copy number locus"	DEFA1|DEFA3|DEFT1P	8	Antimicrobials
LOC100131433	100131433	"similar to thymosin, beta 10"	-	9	Antimicrobials
LCN1L1	286310	lipocalin 1-like 1	bA430N14.2	9	Antimicrobials
S100G	795	S100 calcium binding protein G	CABP1|CABP9K|CALB3|MGC138379	X	Antimicrobials
LOC648637	648637	"similar to Neutrophil defensin 4 precursor (HNP-4) (HP-4) (Defensin, alpha 4)"	-	8	Antimicrobials
LOC100130969	100130969	similar to lipocalin-like protein	-	9	Antimicrobials
LOC100133267	100133267	similar to beta-defensin 130	-	8	Antimicrobials
LOC100133128	100133128	Beta-defensin 108B-like	-	4	Antimicrobials
LOC100128174	100128174	similar to beta-defensin 131	-	8	Antimicrobials
TCHHL1	126637	trichohyalin-like 1	S100A17|THHL1|basalin	1	Antimicrobials
TINAGL1	64129	tubulointerstitial nephritis antigen-like 1	ARG1|LCN7|LIECG3|TINAGRP	1	Antimicrobials
IFNGR1	3459	interferon gamma receptor 1	CD119|FLJ45734|IFNGR	6	Antimicrobials
SLC22A17	51310	"solute carrier family 22, member 17"	BOCT|BOIT|NGALR|hBOIT	14	Antimicrobials
WFIKKN1	117166	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"	C16orf12|MGC126651|MGC126655|RJD2|WFIKKN	16	Antimicrobials
WFDC2	10406	WAP four-disulfide core domain 2	HE4|MGC57529|WAP5|dJ461P17.6	20	Antimicrobials
IL6	3569	"interleukin 6 (interferon, beta 2)"	BSF2|HGF|HSF|IFNB2|IL-6	7	Antimicrobials
UMODL1	89766	uromodulin-like 1	-	21	Antimicrobials
TGFB1	7040	"transforming growth factor, beta 1"	CED|DPD1|TGFB|TGFbeta	19	Antimicrobials
PF4V1	5197	platelet factor 4 variant 1	CXCL4L1|CXCL4V1|PF4-ALT|PF4A|SCYB4V1	4	Antimicrobials
MMP9	4318	"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)"	CLG4B|GELB|MMP-9	20	Antimicrobials
KAL1	3730	Kallmann syndrome 1 sequence	ADMLX|HHA|KAL|KALIG-1|KMS	X	Antimicrobials
TLR4	7099	toll-like receptor 4	ARMD10|CD284|TOLL|hToll	9	Antimicrobials
IFNG	3458	"interferon, gamma"	IFG|IFI	12	Antimicrobials
SPAG11B	10407	sperm associated antigen 11B	EP2|EP2C|EP2D|HE2|HE2C|MGC61846|SPAG11	8	Antimicrobials
A2M	2	alpha-2-macroglobulin	CPAMD5|DKFZp779B086|FWP007|S863-7	12	Antimicrobials
CTSL1	1514	cathepsin L1	CATL|CTSL|FLJ31037|MEP	9	Antimicrobials
NFKB1	4790	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	DKFZp686C01211|EBP-1|KBF1|MGC54151|NF-kappa-B|NFKB-p105|NFKB-p50|p105|p50	4	Antimicrobials
APOBEC3G	60489	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G"	ARP9|CEM15|FLJ12740|MDS019|bK150C2.7|dJ494G10.1	22	Antimicrobials
FABP6	2172	"fatty acid binding protein 6, ileal"	I-15P|I-BABP|I-BALB|I-BAP|ILBP|ILBP3|ILLBP	5	Antimicrobials
NOD2	64127	nucleotide-binding oligomerization domain containing 2	ACUG|BLAU|CARD15|CD|CLR16.3|IBD1|NLRC2|NOD2B|PSORAS1	16	Antimicrobials
MBL2	4153	"mannose-binding lectin (protein C) 2, soluble (opsonic defect)"	COLEC1|HSMBPC|MBL|MBP|MBP1|MGC116832|MGC116833	10	Antimicrobials
SFTPA1B	6435	surfactant protein A1B	AC068139.6|MGC133365|PSAP|PSPA|SFTP1|SFTPA1	10	Antimicrobials
RBP1	5947	"retinol binding protein 1, cellular"	CRABP-I|CRBP|CRBP1|CRBPI|RBPC	3	Antimicrobials
TLR2	7097	toll-like receptor 2	CD282|TIL4	4	Antimicrobials
SLC40A1	30061	"solute carrier family 40 (iron-regulated transporter), member 1"	FPN1|HFE4|IREG1|MST079|MSTP079|MTP1|SLC11A3	2	Antimicrobials
PLAU	5328	"plasminogen activator, urokinase"	ATF|UPA|URK|u-PA	10	Antimicrobials
IL1B	3553	"interleukin 1, beta"	IL-1|IL1-BETA|IL1F2	2	Antimicrobials
PAEP	5047	progestagen-associated endometrial protein	GD|GdA|GdF|GdS|MGC138509|MGC142288|PAEG|PEP|PP14	9	Antimicrobials
HFE2	148738	hemochromatosis type 2 (juvenile)	HFE2A|HJV|JH|MGC23953|RGMC	1	Antimicrobials
MUC5AC	4586	"mucin 5AC, oligomeric mucus/gel-forming"	MUC5	11	Antimicrobials
CTSS	1520	cathepsin S	MGC3886	1	Antimicrobials
OBP2A	29991	odorant binding protein 2A	OBP|OBP2C|OBPIIa|hOBPIIa	9	Antimicrobials
PLTP	5360	phospholipid transfer protein	HDLCQ9	20	Antimicrobials
MX1	4599	"myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)"	IFI-78K|IFI78|MX|MxA	21	Antimicrobials
DDX58	23586	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	DKFZp434J1111|DKFZp686N19181|FLJ13599|RIG-I	9	Antimicrobials
IL29	282618	"interleukin 29 (interferon, lambda 1)"	IFNL1|IL-29	19	Antimicrobials
IRF3	3661	interferon regulatory factor 3	-	19	Antimicrobials
SFTPA2	729238	surfactant protein A2	COLEC5|MGC189761|SP-A2|SPA2|SPAII	10	Antimicrobials
SFTPA2B	6436	surfactant protein A2B	AC068139.3|SFTPA2|SP-2A|SP-A1|SP-A2|SPAII	10	Antimicrobials
LPA	4018	"lipoprotein, Lp(a)"	AK38|APOA|LP	6	Antimicrobials
LBP	3929	lipopolysaccharide binding protein	MGC22233	20	Antimicrobials
RBP4	5950	"retinol binding protein 4, plasma"	-	10	Antimicrobials
SFTPA1	653509	surfactant protein A1	COLEC4|FLJ51913|SFTP1|SP-A|SP-A1	10	Antimicrobials
NOX4	50507	NADPH oxidase 4	KOX|KOX-1|RENOX	11	Antimicrobials
LTF	4057	lactotransferrin	GIG12|HLF2|LF	3	Antimicrobials
IFNB1	3456	"interferon, beta 1, fibroblast"	IFB|IFF|IFNB|MGC96956	9	Antimicrobials
RBP5	83758	"retinol binding protein 5, cellular"	CRBP-III|CRBP3|CRBPIII	12	Antimicrobials
FABP7	2173	"fatty acid binding protein 7, brain"	B-FABP|BLBP|DKFZp547J2313|FABPB|MRG	6	Antimicrobials
FABP5	2171	fatty acid binding protein 5 (psoriasis-associated)	E-FABP|EFABP|PA-FABP|PAFABP	8	Antimicrobials
FABP3	2170	"fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)"	FABP11|H-FABP|MDGI|O-FABP	1	Antimicrobials
FABP2	2169	"fatty acid binding protein 2, intestinal"	FABPI|I-FABP|MGC133132	4	Antimicrobials
FABP4	2167	"fatty acid binding protein 4, adipocyte"	A-FABP|aP2	8	Antimicrobials
R3HDML	140902	R3H domain containing-like	MGC129564|dJ881L22.3	20	Antimicrobials
C20orf71	128861	chromosome 20 open reading frame 71	MGC44525|SPLUNC3	20	Antimicrobials
C20orf114	92747	chromosome 20 open reading frame 114	LPLUNC1|MGC14597	20	Antimicrobials
OASL	8638	2'-5'-oligoadenylate synthetase-like	TRIP14|p59OASL	12	Antimicrobials
CRABP2	1382	cellular retinoic acid binding protein 2	CRABP-II|RBP6	1	Antimicrobials
CRABP1	1381	cellular retinoic acid binding protein 1	CRABP|CRABP-I|CRABPI|RBP5	15	Antimicrobials
RBP7	116362	"retinol binding protein 7, cellular"	CRBP4|CRBPIV|MGC70641	1	Antimicrobials
DUOX1	53905	dual oxidase 1	LNOX1|MGC138840|MGC138841|NOXEF1|THOX1	15	Antimicrobials
OBP2B	29989	odorant binding protein 2B	MGC119022|hOBPIIb	9	Antimicrobials
RBP2	5948	"retinol binding protein 2, cellular"	CRABP-II|CRBP2|CRBPII|RBPC2	3	Antimicrobials
LCN15	389812	lipocalin 15	PRO6093|UNQ2541	9	Antimicrobials
CETP	1071	"cholesteryl ester transfer protein, plasma"	HDLCQ10	16	Antimicrobials
FABP12	646486	fatty acid binding protein 12	-	8	Antimicrobials
FABP9	646480	"fatty acid binding protein 9, testis"	PERF|PERF15|T-FABP	8	Antimicrobials
PLUNC	51297	"palate, lung and nasal epithelium associated"	LPLUNC3|LUNX|NASG|SPLUNC1|SPURT|bA49G10.5	20	Antimicrobials
LCNL1	401562	lipocalin-like 1	FLJ45224	9	Antimicrobials
C8G	733	"complement component 8, gamma polypeptide"	C8C|MGC142186	9	Antimicrobials
SPAG11A	653423	sperm associated antigen 11A	HE2	8	Antimicrobials
PI15	51050	peptidase inhibitor 15	CRISP8|DKFZp686F0366|P24TI|P25TI	8	Antimicrobials
NOX1	27035	NADPH oxidase 1	GP91-2|MOX1|NOH-1|NOH1	X	Antimicrobials
PMP2	5375	peripheral myelin protein 2	FABP8|M-FABP|MP2|P2	8	Antimicrobials
APOD	347	apolipoprotein D	-	3	Antimicrobials
ORM2	5005	orosomucoid 2	AGP-B|AGP-B'|AGP2	9	Antimicrobials
ORM1	5004	orosomucoid 1	AGP-A|AGP1|ORM	9	Antimicrobials
TNF	7124	"tumor necrosis factor (TNF superfamily, member 2)"	DIF|TNF-alpha|TNFA|TNFSF2	6	Antimicrobials
CTSG	1511	cathepsin G	CG|MGC23078	14	Antimicrobials
PRTN3	5657	proteinase 3	ACPA|AGP7|C-ANCA|MBT|P29|PR-3	19	Antimicrobials
MAPK1	5594	mitogen-activated protein kinase 1	ERK|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk	22	Antimicrobials
PML	5371	promyelocytic leukemia	MYL|PP8675|RNF71|TRIM19	15	Antimicrobials
AEN	64782	apoptosis enhancing nuclease	FLJ12484|FLJ12562|ISG20L1|pp12744	15	Antimicrobials
CYBB	1536	"cytochrome b-245, beta polypeptide"	CGD|GP91-1|GP91-PHOX|GP91PHOX|NOX2|p91-PHOX	X	Antimicrobials
C20orf70	140683	chromosome 20 open reading frame 70	PSP|SPLUNC2|bA49G10.1	20	Antimicrobials
ISG20	3669	interferon stimulated exonuclease gene 20kDa	CD25|HEM45	15	Antimicrobials
BCL3	602	B-cell CLL/lymphoma 3	BCL4|D19S37	19	Antimicrobials
ISG20L2	81875	interferon stimulated exonuclease gene 20kDa-like 2	FLJ12671	1	Antimicrobials
NOX5	79400	"NADPH oxidase, EF-hand calcium binding domain 5"	MGC149776|MGC149777|NOX5A|NOX5B	15	Antimicrobials
NOX3	50508	NADPH oxidase 3	GP91-3	6	Antimicrobials
DUOX2	50506	dual oxidase 2	LNOX2|NOXEF2|P138-TOX|THOX2	15	Antimicrobials
TLR3	7098	toll-like receptor 3	CD283	4	Antimicrobials
TFRC	7037	"transferrin receptor (p90, CD71)"	CD71|TFR|TFR1|TRFR	3	Antimicrobials
IFIH1	64135	interferon induced with helicase C domain 1	Hlcd|IDDM19|MDA-5|MDA5|MGC133047	2	Antimicrobials
LRP1	4035	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)	A2MR|APOER|APR|CD91|FLJ16451|IGFBP3R|LRP|MGC88725|TGFBR5	12	Antimicrobials
TRIM5	85363	tripartite motif-containing 5	RNF88|TRIM5alpha	11	Antimicrobials
IDO1	3620	"indoleamine 2,3-dioxygenase 1"	CD107B|IDO|INDO	8	Antimicrobials
GDF15	9518	growth differentiation factor 15	GDF-15|MIC-1|MIC1|NAG-1|PDF|PLAB|PTGFB	19	Antimicrobials
NEDD4	4734	"neural precursor cell expressed, developmentally down-regulated 4"	KIAA0093|MGC176705|NEDD4-1|RPF1	15	Antimicrobials
ADIPOQ	9370	"adiponectin, C1Q and collagen domain containing"	ACDC|ACRP30|ADIPQTL1|ADPN|APM-1|APM1|GBP28|adiponectin	3	Antimicrobials
STAT3	6774	signal transducer and activator of transcription 3 (acute-phase response factor)	APRF|FLJ20882|HIES|MGC16063	17	Antimicrobials
STAT1	6772	"signal transducer and activator of transcription 1, 91kDa"	DKFZp686B04100|ISGF-3|STAT91	2	Antimicrobials
IL28A	282616	"interleukin 28A (interferon, lambda 2)"	IFNL2|IL-28A	19	Antimicrobials
SOCS3	9021	suppressor of cytokine signaling 3	ATOD4|CIS3|Cish3|MGC71791|SOCS-3|SSI-3|SSI3	17	Antimicrobials
SEMG1	6406	semenogelin I	MGC14719|SEMG|SGI	20	Antimicrobials
TNFSF10	8743	"tumor necrosis factor (ligand) superfamily, member 10"	APO2L|Apo-2L|CD253|TL2|TRAIL	3	Antimicrobials
CCL20	6364	chemokine (C-C motif) ligand 20	CKb4|LARC|MIP-3a|MIP3A|SCYA20|ST38	2	Antimicrobials
SOCS1	8651	suppressor of cytokine signaling 1	CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP3	16	Antimicrobials
RNASEL	6041	"ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)"	DKFZp781D08126|MGC104972|MGC133329|PRCA1|RNS4	1	Antimicrobials
IRF1	3659	interferon regulatory factor 1	IRF-1|MAR	5	Antimicrobials
IL15	3600	interleukin 15	IL-15|MGC9721	4	Antimicrobials
APOBEC3F	200316	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F"	ARP8|BK150C2.4.MRNA|KA6|MGC74891	22	Antimicrobials
RARRES3	5920	retinoic acid receptor responder (tazarotene induced) 3	HRASLS4|MGC8906|PLA1/2-3|RIG1|TIG3	11	Antimicrobials
CHIT1	1118	chitinase 1 (chitotriosidase)	CHI3|CHIT|FLJ00314|MGC125322	1	Antimicrobials
IFNA1	3439	"interferon, alpha 1"	IFL|IFN|IFN-ALPHA|IFNA13|IFNA@|MGC138207|MGC138505|MGC138507	9	Antimicrobials
CD40	958	"CD40 molecule, TNF receptor superfamily member 5"	Bp50|CDW40|MGC9013|TNFRSF5|p50	20	Antimicrobials
TLR7	51284	toll-like receptor 7	-	X	Antimicrobials
PPIA	5478	peptidylprolyl isomerase A (cyclophilin A)	CYPA|CYPH|MGC117158|MGC12404|MGC23397	7	Antimicrobials
HFE	3077	hemochromatosis	HFE1|HH|HLA-H|MGC103790|MVCD7|dJ221C16.10.1	6	Antimicrobials
ZYX	7791	zyxin	ESP-2|HED-2	7	Antimicrobials
NLRX1	79671	NLR family member X1	CLR11.3|DLNB26|FLJ21478|MGC131937|MGC21025|NOD26|NOD5|NOD9	11	Antimicrobials
PGC	5225	progastricsin (pepsinogen C)	-	6	Antimicrobials
VEGFA	7422	vascular endothelial growth factor A	MGC70609|MVCD1|VEGF|VEGF-A|VPF	6	Antimicrobials
IKBKE	9641	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"	IKK-i|IKKE|IKKI|KIAA0151|MGC125294|MGC125295|MGC125297	1	Antimicrobials
ISG15	9636	ISG15 ubiquitin-like modifier	G1P2|IFI15|UCRP	1	Antimicrobials
DHX58	79132	DEXH (Asp-Glu-X-His) box polypeptide 58	D11LGP2|D11lgp2e|LGP2	17	Antimicrobials
TNFAIP3	7128	"tumor necrosis factor, alpha-induced protein 3"	A20|MGC104522|MGC138687|MGC138688|OTUD7C|TNFA1P2	6	Antimicrobials
TFR2	7036	transferrin receptor 2	HFE3|MGC126368|TFRC2	7	Antimicrobials
FCN2	2220	ficolin (collagen/fibrinogen domain containing lectin) 2 (hucolin)	EBP-37|FCNL|P35|ficolin-2	9	Antimicrobials
MUC4	4585	"mucin 4, cell surface associated"	HSA276359	3	Antimicrobials
F2R	2149	coagulation factor II (thrombin) receptor	CF2R|HTR|PAR1|TR	5	Antimicrobials
ELN	2006	elastin	FLJ38671|FLJ43523|SVAS|WBS|WS	7	Antimicrobials
IL27	246778	interleukin 27	IL-27|IL-27A|IL27p28|IL30|MGC71873|p28	16	Antimicrobials
MAPT	4137	microtubule-associated protein tau	DDPAC|FLJ31424|FTDP-17|MAPTL|MGC138549|MSTD|MTBT1|MTBT2|PPND|TAU	17	Antimicrobials
LYZ	4069	lysozyme (renal amyloidosis)	LZM|lysozyme	12	Antimicrobials
CCL5	6352	chemokine (C-C motif) ligand 5	D17S136E|MGC17164|RANTES|SCYA5|SISd|TCP228	17	Antimicrobials
LEP	3952	leptin	FLJ94114|OB|OBS	7	Antimicrobials
CYLD	1540	cylindromatosis (turban tumor syndrome)	CDMT|CYLD1|CYLDI|EAC|FLJ20180|FLJ31664|FLJ78684|HSPC057|KIAA0849|MFT|MFT1|SBS|TEM|USPL2	16	Antimicrobials
KLKB1	3818	"kallikrein B, plasma (Fletcher factor) 1"	KLK3|PPK	4	Antimicrobials
CST4	1472	cystatin S	MGC71923	20	Antimicrobials
CSRP1	1465	cysteine and glycine-rich protein 1	CRP|CRP1|CSRP|CYRP|D1S181E|DKFZp686M148	1	Antimicrobials
MAPK14	1432	mitogen-activated protein kinase 14	CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA	6	Antimicrobials
JUN	3725	jun oncogene	AP-1|AP1|c-Jun	1	Antimicrobials
ITGAV	3685	"integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)"	CD51|DKFZp686A08142|MSK8|VNRA	2	Antimicrobials
IRF5	3663	interferon regulatory factor 5	SLEB10	7	Antimicrobials
CCR6	1235	chemokine (C-C motif) receptor 6	BN-1|CD196|CKR-L3|CKR6|CKRL3|CMKBR6|DCR2|DRY-6|GPR-CY4|GPR29|GPRCY4|STRL22	6	Antimicrobials
IL12B	3593	"interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)"	CLMF|CLMF2|IL-12B|NKSF|NKSF2	5	Antimicrobials
TLR8	51311	toll-like receptor 8	CD288|MGC119599|MGC119600	X	Antimicrobials
GNLY	10578	granulysin	519|D2S69E|LAG-2|LAG2|NKG5|TLA519	2	Antimicrobials
CD81	975	CD81 molecule	S5.7|TAPA1|TSPAN28	11	Antimicrobials
EIF2AK2	5610	eukaryotic translation initiation factor 2-alpha kinase 2	EIF2AK1|MGC126524|PKR|PRKR	2	Antimicrobials
APOM	55937	apolipoprotein M	G3a|HSPC336|MGC22400|NG20	6	Antimicrobials
CACYBP	27101	calcyclin binding protein	GIG5|MGC87971|PNAS-107|RP1-102G20.6|S100A6BP|SIP	1	Antimicrobials
